"idstud";"female";"HISEI";"AGE";"R040Q02";"R040Q03A";"R040Q03B";"R040Q04";"R040Q06";"R077Q02";"R077Q03";"R077Q04";"R077Q05";"R077Q06";"R088Q01";"R088Q03";"R088Q04T";"R088Q05T";"R088Q07";"R110Q01";"R110Q04";"R110Q05";"R110Q06";"R216Q01";"R216Q02";"R216Q03T";"R216Q04";"R216Q06";"R236Q01";"R236Q02"
"27602016";1;54;193;1;1;1;1;1;1;2;0;0;1;1;1;2;1;1;1;1;1;1;1;1;1;0;1;1;0
"27602018";1;54;188;1;0;0;1;0;1;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;1;0
"27602023";0;56;192;1;1;1;1;1;1;2;1;0;1;0;0;1;1;1;1;0;1;1;0;0;0;1;0;0;0
"27602028";1;51;194;1;1;1;1;1;1;2;1;1;1;1;2;0;1;1;1;1;0;1;1;1;1;1;1;1;0
"27602034";1;50;183;0;1;0;1;1;1;2;0;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0
"27602036";1;69;194;0;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"27602041";1;99;186;0;1;0;0;0;1;2;0;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0
"27602045";1;53;184;1;1;1;1;1;1;0;1;1;1;1;2;1;1;0;1;1;1;1;1;1;0;1;1;0;1
"27602048";1;43;189;1;1;1;1;1;1;2;0;1;1;1;2;0;1;1;1;1;1;1;1;1;0;1;1;1;1
"27602052";1;53;185;1;1;0;1;1;0;2;1;0;0;1;2;1;1;1;1;1;1;1;1;0;1;0;1;1;0
"27602058";1;85;183;1;1;0;1;1;1;2;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;1;1
"27602060";1;85;187;0;0;0;0;0;1;2;1;0;1;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0
"27602064";0;51;186;1;0;0;1;1;1;2;0;1;0;0;2;2;1;0;1;1;1;0;1;1;0;0;0;1;0
"27602068";1;87;193;0;1;0;1;1;0;2;1;0;0;0;0;1;1;0;1;1;1;0;1;1;1;0;1;1;0
"27602081";1;69;191;0;1;0;0;0;1;2;1;0;0;1;0;1;1;0;1;1;1;1;1;0;0;0;1;0;0
"27602086";0;74;999;1;1;0;0;0;1;2;0;0;0;1;1;1;1;0;1;1;1;0;1;0;0;1;1;1;0
"27602089";1;43;194;1;0;0;1;0;1;2;0;0;0;0;2;0;1;0;1;0;1;0;0;1;0;0;1;1;0
"27602091";1;30;193;0;0;0;1;1;1;2;0;0;1;1;2;1;0;1;1;1;1;1;1;1;0;0;1;1;0
"27602093";1;34;194;0;1;0;1;1;0;2;1;0;0;1;2;1;1;1;1;1;1;1;1;1;1;0;1;1;0
"27602099";1;29;193;0;1;0;1;1;1;2;1;0;1;0;2;1;1;0;1;1;1;0;1;1;1;0;1;1;0
"27602104";0;45;183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1
"27602108";0;27;187;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;1;0
"27602118";1;69;184;0;1;1;1;1;1;2;1;0;1;1;2;0;1;1;1;1;1;1;0;1;1;0;1;1;0
"27602137";0;43;184;0;1;1;1;1;1;2;1;1;1;1;2;0;1;1;1;1;1;0;1;0;1;0;1;1;0
"27602139";0;51;188;1;1;1;1;1;1;0;0;0;0;0;2;1;1;0;1;0;1;1;1;1;0;1;1;0;0
"27602143";0;46;188;1;1;0;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;0;1;0;0
"27602145";0;55;188;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;1;0;1;0;0
"27602147";1;85;191;1;1;1;1;1;1;2;1;0;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;0
"27602148";0;83;194;1;0;0;1;1;1;2;1;0;0;1;0;1;0;1;1;1;1;1;1;1;0;0;1;0;0
"27602152";1;60;193;0;0;0;1;1;1;2;1;1;1;1;2;0;1;1;1;1;1;1;1;1;1;0;0;1;1
"27602154";0;23;192;1;1;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0
"27602171";0;23;193;1;1;0;1;1;0;0;1;0;0;1;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0
"27602172";1;38;191;1;0;0;0;1;1;0;1;1;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;1;0
"27602174";0;69;187;0;0;0;1;0;1;2;1;1;0;1;0;1;1;0;0;1;1;0;1;0;0;1;1;0;0
"27602198";1;39;184;1;1;1;0;1;1;2;0;1;1;1;2;0;1;1;1;1;1;1;1;1;1;1;1;1;0
"27602199";1;51;191;0;1;1;1;1;1;2;1;0;0;1;2;1;0;1;1;1;1;1;1;1;1;0;1;0;1
"27602204";0;58;187;1;1;1;1;1;1;2;1;0;0;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1
"27602205";1;53;191;1;1;0;1;0;0;2;1;1;1;1;2;1;1;1;1;1;1;1;1;0;0;1;1;1;0
"27602212";0;69;193;1;1;1;1;0;1;2;0;1;0;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1
"27602217";0;88;999;1;1;1;1;1;1;1;0;0;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;0;0
"27602222";0;51;184;0;0;0;0;0;1;2;0;1;1;1;2;1;1;0;1;1;1;1;1;1;0;1;1;0;1
"27602225";1;56;184;1;1;0;0;1;1;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;1;1;0;0
"27602227";0;37;189;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"27602232";0;43;193;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0
"27602234";0;67;183;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;1;0;1;0;0;0;1;0;0
"27602236";0;50;194;1;1;1;1;0;1;1;1;0;0;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;0
"27602242";0;39;191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0
"27602243";0;56;192;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0
"27602244";1;45;186;0;0;0;1;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"27602276";1;40;188;1;1;0;1;1;1;2;1;0;0;0;0;1;1;1;1;1;1;0;1;1;1;0;1;0;0
"27602277";0;39;183;1;0;0;1;1;1;0;0;0;1;0;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0
"27602278";1;45;189;0;1;1;1;1;1;2;0;0;0;0;1;1;1;1;1;1;0;1;1;1;0;1;0;1;0
"27602282";0;53;194;0;1;0;1;1;1;2;1;0;1;1;2;1;1;1;1;1;1;0;1;0;1;1;1;1;0
"27602291";0;29;183;0;0;0;0;0;1;2;0;0;0;1;1;1;1;0;1;1;0;1;0;1;0;0;0;1;1
"27602295";1;53;186;0;0;0;1;1;1;2;0;0;0;1;0;0;1;1;0;1;1;1;1;0;0;0;1;1;0
"27602297";1;43;193;1;0;0;1;0;1;2;0;0;1;0;1;0;1;1;1;1;1;1;1;0;0;0;1;1;0
"27602304";1;99;186;1;0;0;0;0;1;2;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0
"27602307";1;51;187;1;0;0;1;1;1;2;1;0;0;1;0;2;1;1;1;1;0;1;1;1;1;1;0;1;0
"27602312";1;34;187;1;0;0;1;0;1;2;1;1;1;0;2;1;0;1;1;0;1;1;1;0;1;0;1;0;0
"27602314";0;56;185;1;0;0;0;0;1;0;1;0;1;1;2;1;0;1;1;1;1;0;1;0;0;0;1;0;0
"27602319";0;32;188;1;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
"27602320";0;43;186;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0
"27602335";1;43;184;0;1;0;1;1;0;0;0;0;0;0;1;0;1;0;1;0;1;1;0;1;0;0;1;0;0
"27602342";1;40;184;1;0;0;1;1;1;2;0;1;0;0;1;1;0;1;1;1;1;1;1;0;0;0;1;1;0
"27602344";1;53;186;1;1;0;1;1;1;2;1;1;1;1;2;1;1;1;1;1;0;1;1;1;1;1;1;0;0
"27602346";1;68;194;0;0;0;1;1;1;0;1;0;1;1;1;0;0;0;1;1;1;1;1;0;0;1;1;1;0
"27602348";0;23;183;1;1;1;1;1;1;2;0;1;0;1;2;1;1;1;1;1;1;1;1;1;1;0;1;1;0
"27602349";0;43;193;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
"27602350";0;45;186;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
"27602359";1;51;186;0;0;0;0;1;1;0;0;0;1;0;1;1;0;0;1;1;1;1;1;0;0;0;1;0;0
"27602363";0;30;185;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0
"27602364";1;38;188;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;1;1;0;0;0;0;0;1;1
"27602369";0;30;183;1;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;1
"27602371";1;68;189;1;0;0;1;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;1;1
"27602385";1;43;194;0;0;0;1;0;0;2;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0
"27602387";0;49;194;1;1;0;1;0;1;0;0;1;0;0;2;1;1;1;1;0;1;1;1;0;0;0;1;1;0
"27602391";0;30;187;1;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0
"27602394";0;43;187;1;0;0;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;0
"27602396";0;73;184;1;0;0;1;0;1;0;1;0;0;1;1;0;1;1;1;1;0;0;0;0;0;0;1;0;0
"27602398";0;43;192;0;0;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;1;0;0;0;0;1;1;0
"27602403";0;60;190;1;0;0;1;1;0;1;1;0;0;0;0;0;1;0;1;1;1;1;1;0;0;0;0;0;0
"27602404";0;51;187;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;0;1;0;0
"27602405";1;50;194;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;1;0;1;0;0;1;1;1;0
"27602412";0;37;190;1;0;0;1;1;1;1;0;0;1;1;0;0;1;1;1;1;1;1;1;0;0;0;1;0;0
"27602423";1;23;187;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0
"27602428";1;69;190;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0
"27602432";1;99;193;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0
"27602434";0;51;194;0;0;0;0;0;1;0;1;1;0;0;2;0;0;0;1;1;1;1;1;0;0;0;0;0;0
"27602440";0;51;188;0;1;0;1;1;1;2;1;0;1;1;1;0;1;1;1;1;0;1;1;1;0;1;0;0;0
"27602457";0;67;187;1;1;0;0;1;0;0;1;0;0;0;0;0;1;1;1;1;1;0;1;1;0;0;0;0;1
"27602458";1;56;192;1;1;0;1;0;1;2;0;1;1;0;2;1;1;1;1;1;1;1;1;1;1;0;1;1;0
"27602459";0;30;183;1;1;0;1;1;1;2;1;0;1;1;0;1;0;1;1;1;0;1;1;1;0;0;1;1;1
"27602461";0;43;191;1;1;0;1;1;1;2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"27602462";1;34;183;0;0;0;0;0;1;2;1;1;1;1;1;0;0;0;1;1;1;1;1;0;1;0;1;0;0
"27602464";1;56;188;1;0;0;1;0;1;2;1;0;0;1;1;0;1;0;0;1;1;1;1;1;0;0;1;1;1
"27602469";0;99;183;1;0;0;0;1;0;2;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0
"27602473";1;34;188;1;1;0;0;0;0;2;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0
"27602477";1;38;190;1;0;0;1;1;1;0;1;0;1;1;2;2;1;1;1;1;1;1;1;1;0;1;1;1;0
"27602478";0;52;188;1;1;0;1;0;1;0;0;0;0;1;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0
"27602479";0;51;189;1;1;1;1;1;1;2;0;0;0;1;1;2;1;0;0;1;1;1;1;1;0;0;1;1;0
"27602483";1;53;190;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;1;1;1
"27602489";1;55;187;1;1;0;1;1;1;2;0;0;0;0;0;1;1;1;1;0;1;1;1;1;0;0;1;1;0
"27602490";1;51;186;1;1;1;1;1;1;2;1;0;0;1;1;2;1;0;1;1;1;1;1;0;0;0;1;1;0
"27602504";0;25;190;1;1;1;1;1;1;2;1;0;1;1;0;2;1;1;0;1;1;1;1;0;1;1;1;1;0
"27602505";0;38;186;1;1;1;1;1;1;0;0;0;1;0;2;2;1;0;1;1;0;1;1;0;0;1;1;0;0
"27602512";0;30;186;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
"27602527";1;53;193;1;1;1;1;1;1;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;0;1;0
"27602531";1;50;191;0;1;0;1;1;1;2;1;1;0;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;1
"27602536";1;33;190;1;0;0;1;1;1;2;1;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0
"27602537";1;70;189;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;0;0
"27602543";0;87;194;1;1;1;1;1;1;2;0;0;0;1;1;1;1;0;1;1;1;0;1;1;0;0;1;0;0
"27602547";0;59;191;1;1;1;1;0;1;0;1;1;0;1;1;2;1;1;1;1;1;0;1;1;0;0;1;1;0
"27602549";0;88;188;0;1;0;1;1;0;0;1;1;1;0;2;0;0;0;1;1;1;0;1;1;0;0;1;0;0
"27602552";0;73;189;0;1;0;1;0;1;0;1;0;0;0;0;0;0;1;1;0;1;1;1;0;0;1;0;1;0
"27602554";0;38;193;1;1;1;1;1;1;0;1;0;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"27602559";0;68;190;1;0;0;1;1;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0
"27602562";1;43;190;1;1;0;1;1;1;2;0;1;0;1;2;0;1;1;1;1;1;1;1;1;1;0;1;1;1
"27602565";0;69;188;1;1;1;0;0;1;2;1;1;1;1;2;0;0;0;1;1;1;1;1;0;1;1;1;1;0
"27602593";1;67;187;1;1;1;1;1;1;2;1;0;1;1;2;1;1;1;1;1;1;0;1;1;1;1;1;1;0
"27602598";0;68;189;0;0;0;0;0;1;0;1;0;1;1;1;1;0;1;1;1;1;1;0;0;0;0;1;1;0
"27602599";0;83;189;1;1;1;1;1;1;2;0;1;1;1;2;2;1;1;1;1;1;0;1;1;1;0;1;0;1
"27602600";1;83;183;1;1;1;1;1;1;2;1;0;0;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"27602601";0;88;193;0;1;1;1;0;1;2;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0
"27602602";0;69;185;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"27602605";1;38;186;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0
"27602612";0;30;187;1;0;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0
"27602618";1;30;191;0;0;0;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0
"27602624";0;99;187;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
"27602626";1;99;188;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;0;0;1;0;0
"27602632";1;43;186;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0
"27602633";0;40;185;0;1;0;1;1;0;0;1;0;1;1;1;0;1;1;1;1;1;1;1;0;0;0;1;0;0
"27602635";1;32;190;0;0;0;1;1;1;0;0;0;0;0;2;1;0;1;1;1;0;1;1;0;0;0;1;0;0
"27602636";1;38;191;0;0;1;0;0;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0
"27602640";0;34;190;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
"27602645";0;21;193;1;0;0;1;1;0;0;0;0;0;1;2;0;1;0;1;1;1;1;1;0;0;1;1;0;0
"27602653";0;51;191;1;1;1;1;1;1;2;0;0;1;1;2;0;1;0;1;1;1;1;1;1;0;0;1;1;0
"27602657";1;50;192;1;0;0;1;0;1;2;1;0;0;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;0
"27602664";0;60;183;0;0;0;0;1;1;2;1;0;0;0;1;1;1;0;1;0;1;1;1;1;1;0;1;1;0
"27602668";1;51;186;0;1;0;1;0;1;2;0;1;1;0;2;1;1;1;1;1;1;1;1;1;1;0;1;1;0
"27602674";0;43;193;1;1;0;1;0;1;2;1;0;0;1;1;2;1;1;0;1;1;1;1;0;0;0;0;1;0
"27602679";0;43;192;0;0;0;1;1;1;2;0;0;1;1;1;1;0;1;1;0;0;1;1;0;1;0;1;0;1
"27602681";0;67;191;1;1;1;1;1;1;2;1;1;0;1;2;2;1;1;1;1;0;1;1;1;1;0;1;1;1
"27602685";0;67;188;1;1;1;1;1;1;2;1;0;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"27602688";1;68;193;1;0;1;1;1;1;2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1
"27602696";1;61;187;0;1;1;1;0;0;0;1;0;1;1;0;1;1;1;1;1;0;1;1;1;1;0;1;1;0
"27602705";0;54;187;1;1;0;1;1;1;2;1;1;1;1;1;2;0;0;1;1;1;1;0;1;0;0;0;1;0
"27602713";1;29;186;1;1;0;0;0;1;0;0;0;1;1;1;1;0;0;0;1;1;1;1;0;0;0;1;1;1
"27602714";0;43;186;1;1;0;0;0;1;1;1;1;0;1;1;1;1;0;0;0;0;1;1;0;0;1;1;0;0
"27602718";0;65;186;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0
"27602719";1;99;189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0
"27602724";0;32;190;1;0;1;1;0;1;2;0;0;1;1;2;1;1;1;1;1;0;1;1;0;0;1;1;1;0
"27602725";1;34;193;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0
"27602726";0;29;191;1;1;1;1;1;1;0;0;1;1;1;2;1;1;1;0;1;1;0;1;1;1;0;1;0;0
"27602735";1;53;194;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0;0
"27602737";1;30;189;1;0;0;1;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0
"27602738";0;40;192;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;1;1;0;0;0;1;0;0
"27602743";0;69;192;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
"27602760";0;53;185;1;1;0;1;0;1;0;1;0;1;1;2;1;1;0;1;1;1;1;0;0;0;0;1;0;0
"27602761";0;38;183;1;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
"27602770";1;51;191;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"27602772";1;69;190;1;0;0;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0
"27602774";0;34;189;1;1;0;1;1;0;0;1;0;0;1;2;1;1;1;1;0;1;1;1;1;0;0;1;1;0
"27602784";0;70;187;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;0;0;1;1;0
"27602786";0;29;194;1;0;0;1;1;1;0;0;0;0;1;2;1;1;0;1;1;0;1;0;1;0;0;0;0;0
"27602789";1;53;183;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0
"27602795";0;38;190;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0
"27602804";1;51;191;0;1;1;1;1;1;0;0;0;1;1;2;1;1;1;1;1;0;1;1;1;1;1;1;0;0
"27602811";1;28;192;0;1;0;1;0;1;2;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;0
"27602813";1;51;183;0;1;0;1;1;1;2;1;1;0;1;2;1;1;1;1;1;1;1;1;1;0;0;1;1;1
"27602814";1;51;190;1;1;0;1;0;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0
"27602816";1;69;187;1;1;0;1;1;1;2;1;0;1;1;2;2;1;0;1;1;1;1;1;1;1;0;1;1;1
"27602819";1;53;184;1;1;0;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"27602827";1;38;192;0;0;0;1;1;1;0;0;1;1;1;2;1;1;1;1;1;0;1;1;1;0;0;0;0;0
"27602831";1;34;188;0;0;0;1;1;1;1;1;0;0;1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0
"27602839";0;50;193;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0
"27602841";1;69;187;0;0;0;0;0;1;0;0;0;0;1;1;2;0;1;1;1;0;1;1;1;1;1;1;1;1
"27602845";1;67;190;0;1;0;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0
"27602851";1;30;190;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;1;0;1;1;1;0;0;1;0;0
"27602853";0;52;194;0;0;0;0;0;1;0;0;0;0;1;1;2;0;0;1;1;1;1;0;1;0;1;1;1;0
"27602858";1;40;194;0;0;1;1;1;1;1;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0
"27602860";0;23;193;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0
"27602869";0;46;192;1;1;0;1;1;1;2;0;0;1;0;2;1;1;1;1;1;1;1;1;1;0;1;1;0;0
"27602870";0;51;188;1;1;1;1;1;1;0;1;0;1;1;2;1;1;1;1;1;0;1;1;1;1;1;1;1;0
"27602874";1;55;193;1;1;1;1;0;1;2;0;0;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0
"27602875";1;50;188;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;1;0;0
"27602877";0;56;183;1;1;1;1;1;1;0;0;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"27602878";1;67;189;0;1;0;1;0;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1
"27602890";1;87;189;0;0;0;1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;0;1;0;1;0;1;0;0
"27602895";1;30;194;1;0;0;1;1;1;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;0
"27602897";1;69;190;1;1;0;1;1;1;0;0;1;1;0;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1
"27602898";1;59;187;0;0;0;1;1;1;1;1;0;0;1;2;0;1;1;1;1;1;1;0;1;1;1;1;1;1
"27602900";1;69;188;1;0;1;1;0;1;2;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"27602906";0;61;187;1;1;1;1;1;1;2;0;0;0;1;1;2;0;1;1;1;1;1;0;1;0;0;0;0;0
"27602918";1;25;190;1;0;0;1;0;1;2;0;1;0;1;0;0;1;1;1;1;1;0;1;0;1;0;1;0;1
"27602920";1;51;194;1;0;1;1;1;1;2;0;1;0;1;1;1;1;0;1;1;1;1;1;0;0;0;1;0;0
"27602923";1;70;194;0;0;0;1;0;1;2;0;0;0;0;0;0;1;1;0;0;1;1;1;0;0;0;1;0;0
"27602927";0;69;183;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0
"27602929";1;40;189;1;1;0;1;1;0;2;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"27602940";1;43;188;0;0;0;0;0;1;0;1;1;0;1;1;1;1;1;0;1;1;0;1;1;0;0;1;1;0
"27602941";0;53;183;0;1;0;1;1;1;0;1;1;0;0;2;0;1;1;1;0;0;1;0;0;0;0;0;1;0
"27602948";0;38;192;1;1;1;1;1;1;0;0;0;0;1;2;1;1;0;1;1;1;0;1;0;0;1;1;0;0
"27602951";1;43;192;0;1;0;1;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;0;1;0;1;0;0
"27602954";1;69;192;0;1;0;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"27602960";1;53;193;1;1;1;1;1;1;2;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"27602967";0;88;184;1;1;1;1;1;1;2;0;0;0;1;2;1;1;0;1;1;1;1;0;1;0;0;0;1;0
"27602973";1;69;187;0;1;0;0;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"27602974";1;53;194;1;1;1;1;1;1;2;1;1;0;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"27602977";1;67;185;1;1;1;1;0;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"27602980";1;43;189;0;0;0;1;0;0;2;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0
"27602989";1;23;188;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;1;1;0;0;0;1;0;0
"27602990";0;73;184;1;0;0;1;1;0;0;1;0;1;1;0;2;0;0;1;1;1;0;1;0;0;0;0;0;0
"27602992";1;30;190;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;1;1;0
"27602993";1;68;187;1;0;0;0;1;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;0
"27603000";0;34;190;1;1;0;1;1;1;1;1;0;0;1;2;1;0;1;1;1;0;1;1;1;1;0;0;1;0
"27603001";1;34;194;0;1;0;1;0;0;1;0;0;0;0;0;1;1;0;1;1;1;0;1;0;0;0;0;0;1
"27603009";0;43;191;1;1;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0
"27603012";0;55;189;0;1;1;1;0;1;2;1;1;0;1;1;0;1;0;0;1;1;1;1;1;1;1;1;0;0
"27603017";1;30;188;1;0;0;1;1;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0
